street,crimes during out,crimes in buffer,rate,long,lat
1719 N LAWNDALE AVE,0,1,0.0,-87.71906035668849,41.91214697799955
1719 W PETERSON AVE,0,1,0.0,-87.67230514822771,41.99078270970245
1720 N PAULINA ST,0,4,0.0,-87.67019837642246,41.91300861283517
1722 N KEYSTONE AVE,0,3,0.0,-87.7276238372712,41.91210909394098
1723 N WOLCOTT AVE,0,1,0.0,-87.67508532099602,41.91301439679986
1724 N LONG AVE,0,4,0.0,-87.76063388468701,41.91171216144291
1724 W 21ST ST,0,1,0.0,-87.66914052228701,41.85410094951085
1725 N FAIRFIELD AVE,0,4,0.0,-87.69583716522098,41.91278656158081
1725 N HONORE ST,0,2,0.0,-87.67386400927514,41.91309137764405
1725 N LA SALLE DR,1,1,1.0,-87.63321225127281,41.913728723064324
1726 N BISSELL ST,0,1,0.0,-87.65107653584839,41.913100571567156
1726 N WOOD ST,0,2,0.0,-87.67263892214396,41.91313984591394
1727 W 101ST ST,0,1,0.0,-87.6654802230277,41.71003931607253
1728 N KEELER AVE,0,4,0.0,-87.73128549883633,41.91217721830065
1728 W HURON ST,0,2,0.0,-87.6703609633097,41.89420525262536
1730 N HONORE ST,0,1,0.0,-87.67384688079436,41.91236405824987
1730 N MAPLEWOOD AVE,0,1,0.0,-87.69094586662888,41.912638300403316
1730 W 17TH ST,0,1,0.0,-87.66964159316225,41.85865590705505
1732 E 71ST ST,0,3,0.0,-87.58244917822006,41.76617879132164
1733 N HALSTED ST,0,2,0.0,-87.64834156948335,41.913132457975685
1734 N HONORE ST,0,2,0.0,-87.6738703625729,41.91335321523221
1734 N SAWYER AVE,0,1,0.0,-87.70852548582363,41.912916066048425
1736 N ARTESIAN AVE,0,1,0.0,-87.688513327116,41.91316570796477
1740 N KEDZIE AVE,0,1,0.0,-87.7068370375557,41.91314457224409
1740 W TAYLOR ST,0,12,0.0,-87.6703426127237,41.86920492592
1742 E 87TH PL,0,2,0.0,-87.58100716810623,41.73608898335426
1742 W CORTEZ ST,0,1,0.0,-87.6712497093129,41.90097856967871
1743 N SAWYER AVE,0,2,0.0,-87.70853356523298,41.91318010514398
1743 W 73RD ST,0,1,0.0,-87.66755994993048,41.76122943278825
1743 W WALTON ST,0,2,0.0,-87.67119908536051,41.89850713939003
1744 W 18TH ST,0,2,0.0,-87.66991049385521,41.85773980979765
1746 W WINNEMAC AVE,0,1,0.0,-87.67296169432774,41.973389608487636
1747 N LOTUS AVE,0,3,0.0,-87.76187109401829,41.91211851897327
1747 W 18TH ST,0,2,0.0,-87.66997547467749,41.85773908743462
1747 W CORTEZ ST,0,1,0.0,-87.67134376253449,41.900976916534354
1748 N LUNA AVE,0,7,0.0,-87.76431698423636,41.91210584987471
1749 N LATROBE AVE,0,1,0.0,-87.7569848754752,41.91222269878882
175 W JACKSON BLVD,0,4,0.0,-87.63318660485325,41.87812417105925
1750 W GARFIELD BLVD,0,2,0.0,-87.66856106697054,41.79397889514457
1751 N NAGLE AVE,0,2,0.0,-87.7867179694878,41.911872107900045
1758 W 21ST PL,0,3,0.0,-87.66995593335393,41.853176563306924
178 N LAMON AVE,0,2,0.0,-87.7478515445445,41.88394466570694
1781 W HOWARD ST,1,4,0.25,-87.67583425642964,42.019400542417884
1799 W 89TH ST,0,2,0.0,-87.66806245694221,41.7320535368073
18 W ADAMS ST,0,2,0.0,-87.62842575798949,41.87945149329198
180 E PEARSON ST,0,3,0.0,-87.62265966496496,41.89760213461589
1800 E 103RD ST,0,3,0.0,-87.5807075192475,41.70787197385932
1800 E 69TH ST,0,1,0.0,-87.5813198673201,41.76975131603031
1800 E 79TH ST,0,6,0.0,-87.58086665032862,41.751544967984856
1800 E 87TH ST,0,1,0.0,-87.58057264011515,41.7369870151724
1800 N DAMEN AVE,0,2,0.0,-87.67755037022665,41.91446020363641
1800 N LINDER AVE,0,2,0.0,-87.76313115082986,41.91306184350865
1800 N LOREL AVE,0,1,0.0,-87.75946433219893,41.91311007536989
1800 N MILWAUKEE AVE,0,1,0.0,-87.6830339184463,41.91397887028542
1800 N MULLIGAN AVE,1,4,0.25,-87.78346036457711,41.91280645804047
1800 N SHEFFIELD AVE,0,1,0.0,-87.65321230429558,41.913734790046504
1800 N SPAULDING AVE,0,2,0.0,-87.71018262736546,41.91371900660587
1800 S FAIRFIELD AVE,0,3,0.0,-87.694390436582,41.85740657588041
1800 S HAMLIN AVE,0,7,0.0,-87.72000014053795,41.85709496085513
1800 S INDIANA AVE,0,15,0.0,-87.6223321643502,41.8578999113048
1800 S MAY ST,0,6,0.0,-87.65484713782888,41.857980089365796
1800 S MICHIGAN AVE,0,2,0.0,-87.62393332317278,41.857877983837966
1800 S OAKLEY AVE,0,1,0.0,-87.68333917665319,41.857572737682865
1800 S RACINE AVE,0,1,0.0,-87.65642944218386,41.857953201196686
1800 S WENTWORTH AVE,0,3,0.0,-87.63189239654858,41.857752559682226
1800 W 16TH ST,0,2,0.0,-87.67114344436901,41.85954172005314
1800 W 63RD ST,0,1,0.0,-87.6690788608948,41.779383215376676
1800 W 71ST ST,0,2,0.0,-87.66867683871959,41.76485631447367
1800 W CERMAK RD,0,1,0.0,-87.67093792720883,41.85224793676733
1800 W LARCHMONT AVE,0,1,0.0,-87.67418556621533,41.95328416804096
1800 W LAWRENCE AVE,0,3,0.0,-87.67466124492155,41.96881549007172
1800 W MADISON ST,1,2,0.5,-87.67174815009659,41.88138975230447
1801 W CERMAK RD,1,2,0.5,-87.67096252373881,41.85224752977036
1802 W 21ST ST,0,1,0.0,-87.67104435289114,41.854075710966576
1803 S MORGAN ST,0,2,0.0,-87.65156527268654,41.85792507852983
1804 S HOMAN AVE,0,3,0.0,-87.71027702501988,41.856959365305705
1805 S ASHLAND AVE,0,2,0.0,-87.6661356203487,41.85764718977093
1805 W DIVISION ST,0,1,0.0,-87.67259663620632,41.90326302786284
1806 N SPAULDING AVE,0,2,0.0,-87.71018596025287,41.91382961723881
1806 W 21ST ST,0,1,0.0,-87.67114310601771,41.854074359402254
1808 E 71ST ST,0,1,0.0,-87.58080952116084,41.76619520003707
1810 S HOMAN AVE,1,3,0.3333333333333333,-87.71027264369043,41.856805663040454
1810 W 21ST ST,0,3,0.0,-87.6712418563111,41.85407328216245
1812 S BISHOP ST,0,1,0.0,-87.66269184140266,41.85773716256267
1812 W 22ND PL,0,2,0.0,-87.67121296483465,41.851466729372675
1812 W 46TH ST,0,1,0.0,-87.67034937160251,41.81037421811428
1812 W HOOD AVE,0,2,0.0,-87.67544306811024,41.993163836009934
1813 S THROOP ST,0,5,0.0,-87.65886293943613,41.8575185732393
1814 N KEDVALE AVE,0,1,0.0,-87.73011663935822,41.913794129476045
1814 W CHICAGO AVE,0,3,0.0,-87.67251771489641,41.89598613434333
1815 S FAIRFIELD AVE,0,3,0.0,-87.69437493840813,41.856935300594714
1815 S RACINE AVE,0,2,0.0,-87.65642317020664,41.85774734509419
1818 S MAY ST,0,1,0.0,-87.6548326501659,41.85738848845646
1819 W 21ST ST,0,1,0.0,-87.67146469102396,41.854070450149706
1819 W SUMMERDALE AVE,0,1,0.0,-87.67553355115807,41.97882176109653
182 N LEAMINGTON AVE,0,2,0.0,-87.75397446217849,41.88389956994856
1820 W 105TH ST,0,1,0.0,-87.66781688221317,41.702876335990254
1821 S INDIANA AVE,0,4,0.0,-87.62232596371322,41.85763121055069
1821 S WOOD ST,0,4,0.0,-87.671082084278,41.85710808706165
1821 W LUNT AVE,0,1,0.0,-87.67628007419121,42.00894555660884
1822 W 17TH ST,0,1,0.0,-87.67166672177936,41.85863124707621
1826 N HONORE ST,0,1,0.0,-87.67390185449159,41.91469624618825
1827 E 71ST ST,0,2,0.0,-87.58059786638132,41.76603245153781
1827 S FAIRFIELD AVE,0,3,0.0,-87.694390436582,41.85740657588041
1827 W BIRCHWOOD AVE,0,2,0.0,-87.67660113537546,42.01790100198117
1830 N MERRIMAC AVE,0,1,0.0,-87.7811934845872,41.91338772392442
1831 S CALIFORNIA AVE,1,4,0.25,-87.69561354683528,41.856813217693855
1832 E 87TH ST,0,2,0.0,-87.5793611918489,41.737004296498796
1832 S HOMAN AVE,0,2,0.0,-87.7102562855426,41.856270888859505
1832 W 17TH ST,0,3,0.0,-87.67191416845469,41.858628281581694
1833 E 95TH ST,0,4,0.0,-87.57900229453266,41.7224227567814
1833 N LINDER AVE,0,2,0.0,-87.76314814725174,41.91350512186463
1838 S HOMAN AVE,0,2,0.0,-87.71025161868171,41.856137322002006
1838 S SPRINGFIELD AVE,0,4,0.0,-87.7223848753503,41.85628558701139
1838 S THROOP ST,0,8,0.0,-87.65884419275079,41.85691200412675
1840 N CLYBOURN AVE,0,1,0.0,-87.65447965874797,41.91447121387415
1841 N KIMBALL AVE,0,7,0.0,-87.71182517104984,41.91444497442064
1841 W 46TH ST,0,1,0.0,-87.67125824393015,41.810365832915174
1842 N KILDARE AVE,0,2,0.0,-87.7337911189707,41.91424297377174
1842 S RACINE AVE,0,1,0.0,-87.65641129633116,41.85737652622111
1844 N MOZART ST,0,1,0.0,-87.69814716953745,41.91472686334049
1844 W 17TH ST,0,3,0.0,-87.67221081305351,41.85862450106647
1845 N PULASKI RD,0,2,0.0,-87.72647645267246,41.91438779044288
1845 S HAMLIN AVE,0,8,0.0,-87.71997271415636,41.856162040566566
1847 N PULASKI RD,0,2,0.0,-87.72647758688505,41.914423197036726
1847 S KOMENSKY AVE,0,5,0.0,-87.72609386595045,41.85606691363407
1851 N MCVICKER AVE,0,2,0.0,-87.77699020416573,41.913800521556546
1854 N DAYTON ST,0,2,0.0,-87.64961860513111,41.9150112982804
1856 W CHICAGO AVE,0,6,0.0,-87.6735523717964,41.89596856565179
1859 S RIDGEWAY AVE,0,5,0.0,-87.71880971076106,41.855882523976796
1863 S RIDGEWAY AVE,2,5,0.4,-87.71880757031826,41.85579936145045
1866 S KEDZIE AVE,0,2,0.0,-87.70538055362215,41.856188660278136
1890 S CENTRAL PARK AVE,0,5,0.0,-87.71508264890663,41.8545678317135
1900 E MARQUETTE DR,0,3,0.0,-87.57891416019008,41.77673290900025
1900 N CLYBOURN AVE,0,4,0.0,-87.65592265880238,41.91550895719143
1900 N ST LOUIS AVE,0,1,0.0,-87.7134802453937,41.9155049775457
1900 N TRIPP AVE,0,1,0.0,-87.73260492618185,41.91526617496557
1900 S ALBANY AVE,0,2,0.0,-87.70292888404394,41.85545096523917
1900 S AVERS AVE,0,4,0.0,-87.72109678679648,41.85503179147128
1900 S HARDING AVE,0,2,0.0,-87.72359798626678,41.85500713992037
1900 S HOMAN AVE,0,1,0.0,-87.71022917133406,41.85529631105978
1900 S MARSHALL BLVD,0,1,0.0,-87.6992127578997,41.8555050999261
1900 S SPRINGFIELD AVE,0,2,0.0,-87.7223455895319,41.855020463555576
1900 S ST LOUIS AVE,0,2,0.0,-87.71247236773611,41.855261419569366
1900 S TRUMBULL AVE,0,1,0.0,-87.71129117382755,41.85567826293686
1900 S WENTWORTH AVE,0,2,0.0,-87.63185848172053,41.856627495259524
1900 W 17TH ST,1,1,1.0,-87.6735703039432,41.85860715175148
1900 W DIVISION ST,0,4,0.0,-87.67482205351686,41.90323018392451
1900 W HARRISON ST,0,3,0.0,-87.67401717190741,41.87408098735211
1900 W MONTEREY AVE,0,8,0.0,-87.66851499713762,41.69131393566215
1900 W SCHOOL ST,0,1,0.0,-87.67598171207581,41.941426801139286
1901 E 71ST ST,0,5,0.0,-87.578141139467,41.76605382901021
1901 E 79TH ST,0,2,0.0,-87.57838641025837,41.751576432679826
1903 S MILLARD AVE,0,1,0.0,-87.71631161437149,41.85491719746226
1905 N WESTERN AVE,0,4,0.0,-87.68736700768211,41.91590385192946
1906 N WESTERN AVE,0,4,0.0,-87.68736782207517,41.915932396498405
1906 S DAMEN AVE,0,1,0.0,-87.6759471676937,41.855835085826456
1911 W 59TH ST,0,3,0.0,-87.67210340528501,41.78665173313878
1914 S HAMLIN AVE,2,5,0.4,-87.71992911802867,41.85463474447879
1917 W 17TH ST,0,1,0.0,-87.67399068012377,41.85860105867722
1918 N KEDZIE AVE,0,1,0.0,-87.70693147880611,41.91615091124032
1918 S MORGAN ST,0,1,0.0,-87.65152240842104,41.856412108861946
1920 N DAYTON ST,0,1,0.0,-87.64966758381037,41.916446546395576
1920 N SPAULDING AVE,0,1,0.0,-87.71025775327648,41.916149154055184
1920 W HOOD AVE,0,1,0.0,-87.67791286251345,41.99311958679984
1920 W RACE AVE,0,1,0.0,-87.6749795175263,41.89157773672712
1922 W AUGUSTA BLVD,0,1,0.0,-87.6755774050252,41.899577120869345
1930 S ST LOUIS AVE,0,2,0.0,-87.71244728868677,41.85474234445008
1930 W OHIO ST,0,1,0.0,-87.67524653786042,41.892297430946094
1931 N LECLAIRE AVE,0,1,0.0,-87.75287359559324,41.915686038940656
1932 S ARCHER AVE,0,2,0.0,-87.62841193514454,41.85595738851864
1932 W 59TH ST,0,3,0.0,-87.67288860911741,41.7866420633362
1936 W DIVERSEY PKWY,0,4,0.0,-87.67656313642176,41.93230474634729
1937 N CENTRAL PARK AVE,0,2,0.0,-87.71674969644198,41.91657310925977
1937 S MICHIGAN AVE,0,1,0.0,-87.62389412537678,41.856194533064254
1937 W 95TH ST,0,2,0.0,-87.67103835515854,41.72109726941032
1938 N HALSTED ST,0,2,0.0,-87.64845919308813,41.91684519162345
1938 N WINCHESTER AVE,0,1,0.0,-87.67638037635945,41.91666034900129
1940 W PERSHING RD,0,3,0.0,-87.67399415776423,41.82312911384586
1941 N ST LOUIS AVE,0,1,0.0,-87.71351978463377,41.91694997755189
1942 E 72ND PL,0,1,0.0,-87.57780528035461,41.76342302816155
1944 N WOLCOTT AVE,0,2,0.0,-87.67516688092934,41.9167933216857
1944 W HOOD AVE,0,2,0.0,-87.67867078032408,41.99310689769079
1945 W ERIE ST,0,1,0.0,-87.6756420835513,41.89319496307617
1947 W CULLERTON ST,0,2,0.0,-87.67463373946188,41.85494384263385
1948 W ERIE ST,0,1,0.0,-87.67571592021298,41.89319373939207
1949 W SUPERIOR ST,0,3,0.0,-87.67579202712506,41.895013648704136
1950 W 36TH ST,0,1,0.0,-87.67434645666006,41.82857701083598
1950 W LELAND AVE,0,1,0.0,-87.67789642989412,41.966936416775596
1952 N HALSTED ST,0,2,0.0,-87.6484706453208,41.917151493914524
1954 S KEELER AVE,0,1,0.0,-87.72971938272863,41.85462114270993
1954 W GRAND AVE,0,3,0.0,-87.67579792956789,41.890842520654175
1955 S AVERS AVE,0,6,0.0,-87.72106876298928,41.85406880813701
1959 W CULLOM AVE,0,1,0.0,-87.67791038285637,41.959642769557384
199 N BELL AVE,0,1,0.0,-87.6827722910018,41.884760249039275
199 W OHIO ST,0,1,0.0,-87.63408846738574,41.892388585950364
199 W POLK ST,0,4,0.0,-87.63357341770319,41.87215106558754
1999 N WILMOT AVE,0,1,0.0,-87.68691900432289,41.9175738080588
1999 W PRATT BLVD,0,3,0.0,-87.68017056805736,42.005205829411295
2 E 95TH ST,1,4,0.25,-87.62369179364279,41.72167264237166
2 E GRAND AVE,0,7,0.0,-87.6280296850821,41.89167280612636
2 N ASHLAND AVE,0,2,0.0,-87.6668035872558,41.881480994712405
2 N WACKER DR,0,1,0.0,-87.63676696079911,41.88194644894278
2 S HAMLIN BLVD,1,10,0.1,-87.72075271059444,41.88077973550071
2 S LEAMINGTON AVE,1,13,0.07692307692307693,-87.75355267380323,41.88038104912799
2 W HURON ST,0,2,0.0,-87.62818977197452,41.894875453292265
20 E 26TH ST,0,2,0.0,-87.62607550188083,41.84560146363186
20 N LONG AVE,0,4,0.0,-87.76013319089478,41.88069557077403
20 N MAYFIELD AVE,0,4,0.0,-87.77180116137204,41.880524647718616
20 S CLARK ST,0,2,0.0,-87.63087748264783,41.88172869123586
200 E 103RD ST,0,2,0.0,-87.61864257458204,41.70723890137661
200 E 107TH ST,0,1,0.0,-87.6184454002422,41.69994201269302
200 E 120TH PL,0,1,0.0,-87.61774009870459,41.67535955647328
200 E 26TH ST,0,1,0.0,-87.62213773019828,41.845660471013595
200 E 31ST ST,0,2,0.0,-87.62192481638499,41.83836465967765
200 E 51ST ST,0,3,0.0,-87.62102683402318,41.802026834920866
200 E 59TH ST,0,2,0.0,-87.62065847860313,41.78744476196032
200 E 60TH ST,0,5,0.0,-87.62061309567629,41.78561548426102
200 E 63RD ST,0,1,0.0,-87.62041213850742,41.78010829134104
200 E 69TH ST,0,2,0.0,-87.6202114596948,41.76924757100894
200 E 79TH ST,0,4,0.0,-87.61976878806587,41.75103410889143
200 E 89TH ST,0,1,0.0,-87.61927507333333,41.73277206904207
200 E DELAWARE PL,0,1,0.0,-87.62187107041666,41.899243725431745
200 E MARQUETTE RD,0,1,0.0,-87.62029198688037,41.77288080395448
200 E OHIO ST,0,2,0.0,-87.62269115191954,41.892559763055495
200 E PEARSON ST,0,2,0.0,-87.62183895522949,41.8976148899897
200 E RANDOLPH ST,0,45,0.0,-87.62228650545603,41.88452246704009
200 N CARPENTER ST,0,3,0.0,-87.65330553094972,41.885563153483695
200 N CENTRAL AVE,0,5,0.0,-87.7650018318914,41.88423547708275
200 N CLINTON ST,0,3,0.0,-87.64131319284104,41.88569939892368
200 N COLUMBUS DR,0,1,0.0,-87.62067997460035,41.885967416102254
200 N GARLAND CT,1,5,0.2,-87.62524686766226,41.885734515497845
200 N GARVEY CT,0,1,0.0,-87.63019324998068,41.88574113457745
200 N KOSTNER AVE,0,3,0.0,-87.73556000713906,41.88324623826424
200 N LAMON AVE,0,2,0.0,-87.74786815425594,41.88441813317224
200 N LARAMIE AVE,0,1,0.0,-87.75521009143364,41.884319981748185
200 N MENARD AVE,0,1,0.0,-87.76989458896576,41.884135986606545
200 N MICHIGAN AVE,0,1,0.0,-87.62450992743697,41.88575363312354
200 N MORGAN ST,0,1,0.0,-87.65214049867468,41.885584026219966
200 S CENTRAL AVE,0,6,0.0,-87.76477720358584,41.87790167283125
200 S DAMEN AVE,0,1,0.0,-87.67657996941986,41.878745725139076
200 S HAMLIN BLVD,0,3,0.0,-87.72064862625315,41.87804247151886
200 S KENTON AVE,0,1,0.0,-87.74052500067666,41.87809868350125
200 S LEAVITT ST,0,1,0.0,-87.68147036340721,41.87866096812173
200 W 106TH PL,0,2,0.0,-87.62810969045398,41.70072394689955
200 W 111TH PL,0,2,0.0,-87.62788579210273,41.69162035749115
200 W 111TH ST,0,1,0.0,-87.62790703291006,41.692526497365286
200 W 22ND PL,0,2,0.0,-87.63199784517056,41.85216437321618
200 W 23RD ST,0,2,0.0,-87.6319745583366,41.85098760926383
200 W 24TH ST,0,1,0.0,-87.63193218895394,41.84916255702519
200 W 27TH ST,0,4,0.0,-87.63183072060974,41.84408219832389
200 W 43RD ST,0,3,0.0,-87.63119454341883,41.81641848569794
200 W 51ST ST,0,7,0.0,-87.63070796542553,41.801828428004896
200 W 69TH ST,0,2,0.0,-87.62985941894372,41.76908175454332
200 W 70TH ST,0,4,0.0,-87.62982020373919,41.767254252247035
200 W 79TH ST,0,5,0.0,-87.62949473318572,41.75086466557409
200 W ALEXANDER ST,0,3,0.0,-87.63198181171444,41.85145082349042
200 W HUBBARD ST,0,1,0.0,-87.63402835932025,41.889982651806044
200 W JACKSON BLVD,0,2,0.0,-87.6337291614505,41.878118655627844
200 W VAN BUREN ST,0,2,0.0,-87.63369349933649,41.876849674768145
200 W WASHINGTON ST,0,9,0.0,-87.63386005686266,41.88320991273084
2000 E 71ST ST,0,16,0.0,-87.57630225914129,41.76624383194879
2000 E 73RD ST,0,12,0.0,-87.57622140610313,41.76251486771855
2000 E 79TH ST,0,1,0.0,-87.57598171399547,41.75160612071736
2000 E 93RD ST,0,1,0.0,-87.57544591464642,41.72611567183253
2000 E 95TH ST,0,4,0.0,-87.5753554589559,41.722469045369294
2000 N KEDVALE AVE,0,1,0.0,-87.73022163634775,41.917118727728145
2000 N KIMBALL AVE,0,2,0.0,-87.71190508394835,41.917342261613115
2000 N LEAMINGTON AVE,0,1,0.0,-87.75459939127647,41.91686608750757
2000 N LECLAIRE AVE,0,2,0.0,-87.75337512441442,41.91684423575683
2000 N MILWAUKEE AVE,0,8,0.0,-87.68859598032844,41.91756300276657
2000 N NEVA AVE,0,1,0.0,-87.80417275249981,41.91621240108642
2000 N SHEFFIELD AVE,0,2,0.0,-87.65336745819224,41.91810496870922
2000 N WHIPPLE ST,0,1,0.0,-87.70379349339477,41.917428661306424
2000 S INDIANA AVE,0,2,0.0,-87.62227801600365,41.855513137839345
2000 S MICHIGAN AVE,0,9,0.0,-87.62387592594453,41.855491118364505
2000 S MORGAN ST,0,3,0.0,-87.65148839786798,41.855271178380605
2000 W 52ND ST,0,3,0.0,-87.67444599659441,41.798943743194535
2000 W ADAMS ST,0,1,0.0,-87.67657996941986,41.878745725139076
2000 W CERMAK RD,0,2,0.0,-87.67584031190545,41.85217595133739
2000 W DEVON AVE,0,2,0.0,-87.6801356363145,41.99789519768545
2000 W GRACE ST,0,1,0.0,-87.67865421878948,41.950509290669096
2000 W JACKSON BLVD,0,18,0.0,-87.67654570674574,41.87747854356729
2000 W LELAND AVE,0,1,0.0,-87.67913289621058,41.96691907572625
2000 W PIERCE AVE,0,10,0.0,-87.67743483145904,41.909372837824826
2000 W SCHILLER ST,0,14,0.0,-87.67737354869192,41.90714153114168
2000 W WEBSTER AVE,0,4,0.0,-87.67775237988502,41.92139775288409
2001 E 71ST ST,0,16,0.0,-87.57625863564566,41.76624409335094
2001 W SHAKESPEARE AVE,0,3,0.0,-87.67775643982414,41.920796733088295
2002 N WHIPPLE ST,0,1,0.0,-87.70379496901886,41.917465442075965
2004 N HALSTED ST,0,3,0.0,-87.64851140989725,41.91825299508182
2008 E 98TH ST,0,3,0.0,-87.57513054749451,41.7170759459095
201 S WESTERN AVE,0,4,0.0,-87.68636457437702,41.87857848475221
201 W 23RD ST,0,2,0.0,-87.63200282769171,41.8509869586137
2010 W CHURCHILL ST,1,3,0.3333333333333333,-87.6778035174051,41.91471109958145
2010 W CULLERTON ST,0,2,0.0,-87.67616765143705,41.8549238918482
2010 W GRACE ST,0,1,0.0,-87.67905790732243,41.950504456936066
2012 N AVERS AVE,0,1,0.0,-87.72289619311451,41.91742956998037
2013 N LEAVITT ST,0,2,0.0,-87.68252817848162,41.9180578660666
2015 N ELSTON AVE,0,1,0.0,-87.66790238812186,41.91836245091496
2016 S MORGAN ST,0,6,0.0,-87.65147283560542,41.8547429140187
2017 N CENTRAL PARK AVE,0,2,0.0,-87.71678813073005,41.91782006389503
2018 W MOFFAT ST,0,2,0.0,-87.67801762983723,41.91546536610487
2020 S MICHIGAN AVE,0,9,0.0,-87.62387091112434,41.85524739761187
2020 W WEBSTER AVE,0,2,0.0,-87.67852341950434,41.921381468361844
2021 N KEDZIE AVE,0,2,0.0,-87.70699090347998,41.91804457289845
2021 N LEAMINGTON AVE,0,2,0.0,-87.75463382256578,41.9172438674719
2021 S MORGAN ST,0,3,0.0,-87.65146798061286,41.85457795538853
2023 W WABANSIA AVE,0,1,0.0,-87.67846095348463,41.91228733389143
2028 N LAPORTE AVE,0,2,0.0,-87.74982747135151,41.9173996806845
2029 W LEE PL,0,1,0.0,-87.6777472956728,41.895193482721545
2030 W FARGO AVE,0,3,0.0,-87.68165747232244,42.01647442696591
2031 N LAPORTE AVE,0,2,0.0,-87.7498284385253,41.91745484466984
2032 W LE MOYNE ST,0,4,0.0,-87.67819276947338,41.90824228695799
2033 W HOWARD ST,0,1,0.0,-87.68170915905615,42.01945798730495
2036 W PIERCE AVE,0,3,0.0,-87.67832258942816,41.909355676994025
2040 W CORTLAND ST,0,2,0.0,-87.67858146163246,41.91621772926444
2040 W NORTH AVE,0,3,0.0,-87.67852374657791,41.91045943486231
2042 W RANDOLPH ST,0,3,0.0,-87.67810013063267,41.88459014164194
2044 N WHIPPLE ST,0,1,0.0,-87.70382373143234,41.9182400213604
2044 W RACE AVE,0,1,0.0,-87.67801434269155,41.891529463287654
2045 W JACKSON BLVD,0,7,0.0,-87.67803325737503,41.87749186658597
2046 W RACE AVE,0,2,0.0,-87.6780635658366,41.89152864647707
2048 W GARFIELD BLVD,0,2,0.0,-87.67581438764635,41.79390125561261
2050 E 72ND PL,0,2,0.0,-87.57624157499329,41.763433409518974
2050 N STAVE ST,0,2,0.0,-87.69131772454998,41.91754123731164
2050 W CONCORD PL,0,5,0.0,-87.67935348869456,41.91145771556226
2050 W HURON ST,0,1,0.0,-87.67700048714019,41.89409355193944
2051 N BINGHAM ST,0,1,0.0,-87.6914244682948,41.91819490841896
2052 W CORTLAND ST,0,2,0.0,-87.67888039029945,41.91621163707882
2057 W HURON ST,0,2,0.0,-87.67841084822055,41.89407055999462
2059 N LINCOLN AVE,0,2,0.0,-87.64029887456198,41.91938743908449
206 N ASHLAND AVE,0,3,0.0,-87.66696953643755,41.8855187699678
208 E 79TH ST,0,2,0.0,-87.61963829956423,41.75103631714496
208 W CERMAK RD,0,3,0.0,-87.63223566266413,41.85285302752288
209 N LARAMIE AVE,1,2,0.5,-87.7552145186331,41.88443992768768
21 E 120TH PL,0,1,0.0,-87.62213832158031,41.67529516767161
21 E 126TH ST,0,1,0.0,-87.62170058214838,41.6644616664762
21 E HUBBARD ST,0,1,0.0,-87.62724072697965,41.890078112453224
210 S CLARK ST,0,1,0.0,-87.6308199709909,41.879414091575704
210 W MARQUETTE RD,0,1,0.0,-87.63040977117856,41.77270299521749
2100 E 71ST ST,0,10,0.0,-87.57385670767808,41.76626333063107
2100 N CAMPBELL AVE,0,1,0.0,-87.68924044539548,41.91997561227632
2100 N MANGO AVE,0,1,0.0,-87.76941903367882,41.918015647010776
2100 N WHIPPLE ST,0,2,0.0,-87.70386166790364,41.919254507965725
2100 S CLARK ST,0,2,0.0,-87.63013254339455,41.85418014893217
2100 S FAIRFIELD AVE,0,1,0.0,-87.69427068197035,41.853743672893145
2100 S HARDING AVE,0,1,0.0,-87.72354850346541,41.85342017047734
2100 S INDIANA AVE,0,3,0.0,-87.62225486257265,41.85430913383907
2100 S KOSTNER AVE,0,2,0.0,-87.73456219839237,41.853359894208566
2100 S LAWNDALE AVE,0,6,0.0,-87.71749067529255,41.853485648723314
2100 S WENTWORTH AVE,0,8,0.0,-87.6318135464522,41.85419041252655
2100 W 50TH ST,0,2,0.0,-87.67697929631832,41.8030305476151
2100 W 52ND PL,0,2,0.0,-87.67685270060656,41.79800539152005
2100 W 71ST ST,0,1,0.0,-87.67596050855946,41.76478367274034
2100 W 72ND ST,1,1,1.0,-87.6759105786982,41.76296243889624
2100 W ADAMS ST,0,4,0.0,-87.67902308078598,41.8787035379175
2100 W BERWYN AVE,0,1,0.0,-87.68190256237732,41.9778166113341
2100 W DIVISION ST,0,1,0.0,-87.6796998568447,41.903146746005795
2100 W PERSHING RD,0,1,0.0,-87.67737177055288,41.82307880131626
2100 W WASHINGTON BLVD,0,1,0.0,-87.67913055640842,41.88310740687701
2100 W WEBSTER AVE,0,1,0.0,-87.6802222306782,41.92135271554589
2101 S MICHIGAN AVE,0,4,0.0,-87.62385084698984,41.85427012021887
2102 N KEDZIE AVE,0,1,0.0,-87.70703634433491,41.919291995092564
2103 S WOOD ST,0,1,0.0,-87.67099240252085,41.85398786955773
2105 N WOLCOTT AVE,0,2,0.0,-87.67523367471433,41.919641623429214
2105 S WOOD ST,0,1,0.0,-87.67099080899919,41.8539288588231
2107 N RICHMOND ST,0,3,0.0,-87.70006437160153,41.919778327717
2108 W 19TH ST,0,1,0.0,-87.67859189990469,41.85580336103358
2109 N MONITOR AVE,0,1,0.0,-87.77186376696989,41.91813792372637
2109 W 71ST ST,0,1,0.0,-87.6763567940012,41.764779353179506
211 E 60TH ST,0,5,0.0,-87.62043338553242,41.78561930891016
