street,crimes during out,crimes in buffer,rate,long,lat
6401 N LEAVITT ST,0,4,0.0,-87.68501112026867,41.9978312500561
6401 N SHERIDAN RD,0,1,0.0,-87.65975967209855,41.99819822590254
6401 S YALE AVE,0,8,0.0,-87.63179691749984,41.77811370364681
6401 W 63RD ST,0,2,0.0,-87.78130617476063,41.77767520868145
6402 S CLAREMONT AVE,0,2,0.0,-87.68223823978468,41.77737534169796
6408 S ALBANY AVE,0,4,0.0,-87.7006398859392,41.777036825243016
6409 N WESTERN AVE,0,2,0.0,-87.68988718861753,41.997894752679116
641 N SACRAMENTO BLVD,0,1,0.0,-87.7020621936993,41.892690356921264
6410 S HOYNE AVE,0,2,0.0,-87.67629050383356,41.77730729631326
6412 S ST LAWRENCE AVE,0,2,0.0,-87.61075529644106,41.77828800082664
6419 S SANGAMON ST,0,1,0.0,-87.6483720920332,41.77752809308671
642 E 74TH ST,0,2,0.0,-87.60891419272586,41.760346509321096
6427 S HARVARD AVE,0,1,0.0,-87.63337025143947,41.77768076586813
6427 S TROY ST,0,1,0.0,-87.70185783082859,41.77666813371198
6432 S BISHOP ST,0,2,0.0,-87.66050477099117,41.777117465004174
6432 S PEORIA ST,0,2,0.0,-87.64715254882691,41.777306119087186
6433 S ABERDEEN ST,0,2,0.0,-87.65200874061485,41.777220164016
6433 S MINERVA AVE,0,2,0.0,-87.59679594319266,41.778026486689626
6434 N WHIPPLE ST,0,1,0.0,-87.70575476329495,41.998079074211795
6435 S HONORE ST,0,1,0.0,-87.6702308625959,41.77692959332005
6435 S LOREL AVE,0,1,0.0,-87.75556925110702,41.77569933221717
6435 S SAYRE AVE,0,1,0.0,-87.79585415287252,41.7746770059777
6438 S LOOMIS BLVD,0,1,0.0,-87.65929272233919,41.77702346649016
6438 S MORGAN ST,0,2,0.0,-87.64957725520239,41.77716162238253
6439 S PEORIA ST,0,2,0.0,-87.64714952157067,41.777177393680454
6439 S WASHTENAW AVE,0,3,0.0,-87.6908888264597,41.7765526571736
6440 N ARTESIAN AVE,0,2,0.0,-87.69112325055973,41.99844246749011
6440 N WESTERN AVE,0,5,0.0,-87.68990243763035,41.99846261122078
6442 S CHAMPLAIN AVE,0,1,0.0,-87.60952226680176,41.777759504161466
6444 S SACRAMENTO AVE,0,1,0.0,-87.69819750531178,41.77641204085659
6444 S VERNON AVE,0,1,0.0,-87.61435148621355,41.77763654823153
6445 N BELL AVE,0,2,0.0,-87.68625227198444,41.9986176702372
6448 S BISHOP ST,0,2,0.0,-87.66049721731409,41.77682295805676
6448 S VERNON AVE,0,1,0.0,-87.61435010806532,41.777562992626954
6448 W 60TH ST,0,1,0.0,-87.7830079509297,41.783152185349
6449 S LANGLEY AVE,0,2,0.0,-87.6083250777762,41.77765323949188
6449 S VERNON AVE,0,1,0.0,-87.61434958022991,41.77754460257851
645 N LARAMIE AVE,0,6,0.0,-87.75549414342653,41.892069544357476
645 N LOTUS AVE,0,4,0.0,-87.76201532747372,41.891954351842365
645 W MONROE ST,0,1,0.0,-87.64328365894976,41.880539740181646
6453 N NEWCASTLE AVE,0,1,0.0,-87.7971894569024,41.998540585130975
6457 N WHIPPLE ST,0,1,0.0,-87.70577006862183,41.99850277742299
6458 S MENARD AVE,0,1,0.0,-87.76648817282394,41.774874404220775
646 E 88TH ST,0,6,0.0,-87.60850118234416,41.73476934377739
646 N HAMLIN AVE,0,2,0.0,-87.72110782674517,41.89259630752904
648 W BUENA AVE,0,2,0.0,-87.64667281457142,41.958526863959754
649 N LONG AVE,1,4,0.25,-87.76053639506252,41.892042820111186
65 E WACKER DR,0,2,0.0,-87.62574672419477,41.88773107641476
6500 N FRANCISCO AVE,0,1,0.0,-87.70213639443439,41.99934322738204
6500 N WASHTENAW AVE,0,1,0.0,-87.69725499036537,41.999428000394104
6500 S CLAREMONT AVE,0,2,0.0,-87.68219004873545,41.77559604843575
6500 S EMERALD AVE,0,1,0.0,-87.64373354103003,41.775750103277225
6500 S KARLOV AVE,0,1,0.0,-87.7251056057525,41.77498203036039
6500 S MARYLAND AVE,0,2,0.0,-87.60462327902067,41.77679151976403
6500 S STATE ST,0,1,0.0,-87.6252227132104,41.77642821335983
6500 S TALMAN AVE,0,6,0.0,-87.68964329325668,41.775478545847214
6500 S WINCHESTER AVE,0,2,0.0,-87.67260603382162,41.77572240989212
6506 N ONARGA AVE,0,1,0.0,-87.80695463161018,41.99874139313064
6512 S PULASKI RD,0,1,0.0,-87.72265816548922,41.774662262989956
6517 S MARYLAND AVE,0,1,0.0,-87.60461727966779,41.776479455929326
6517 S YALE AVE,0,2,0.0,-87.63172015872676,41.77621474392181
6521 S ABERDEEN ST,0,1,0.0,-87.65196718075892,41.775620039741455
6521 S CORNELL DR,0,1,0.0,-87.58520865234203,41.776625919838274
6523 S ABERDEEN ST,0,2,0.0,-87.65196647019569,41.77558326199103
6523 S DREXEL AVE,0,4,0.0,-87.60340630853973,41.776381798813574
6524 N SEELEY AVE,0,2,0.0,-87.68142894487335,42.00007858708261
6525 N ARTESIAN AVE,0,1,0.0,-87.69116260347593,41.99998303638882
653 E 83RD ST,0,1,0.0,-87.60828609547724,41.74391510940664
653 N KINGSBURY ST,0,3,0.0,-87.64146091183687,41.89361129204463
6530 S WESTERN AVE,0,5,0.0,-87.68353152555514,41.77504903450033
6531 S KIMBARK AVE,0,5,0.0,-87.5945555020497,41.776323023820304
6532 S ST LAWRENCE AVE,0,3,0.0,-87.61070489861908,41.77610424836264
6534 S WOODLAWN AVE,0,3,0.0,-87.59610330591036,41.77625432810379
6535 N HOYNE AVE,0,1,0.0,-87.68264143932993,42.00013714056577
6535 S WINCHESTER AVE,0,3,0.0,-87.6725880602352,41.7750804158829
6536 S SANGAMON ST,1,1,1.0,-87.64831780927456,41.77539637005695
6537 S WOODLAWN AVE,0,3,0.0,-87.59610210779469,41.776198885764096
6538 S UNION AVE,0,1,0.0,-87.64266516705887,41.77543199022296
6539 S BELL AVE,0,1,0.0,-87.67974512326154,41.774906366491386
6539 W BALMORAL AVE,0,1,0.0,-87.7915645495834,41.97923983779449
6548 S KARLOV AVE,0,4,0.0,-87.72507696775084,41.77409409809545
6549 S HAMILTON AVE,0,2,0.0,-87.67744681872351,41.77476114817082
6549 S KARLOV AVE,0,2,0.0,-87.72507640829237,41.77407570833037
655 E 64TH ST,0,2,0.0,-87.60913001859342,41.77853805701353
655 W 44TH ST,0,1,0.0,-87.64305929457228,41.81439896424134
6552 S YALE AVE,0,1,0.0,-87.63170007731973,41.775485225759155
6553 W BALMORAL AVE,0,1,0.0,-87.79181796014717,41.97923856362978
6558 S MORGAN ST,0,1,0.0,-87.64952152150825,41.774974751974966
658 N LARRABEE ST,1,1,1.0,-87.6429022864641,41.893881696685256
66 W CHICAGO AVE,0,2,0.0,-87.63034661583575,41.89664777635101
660 W GRAND AVE,0,1,0.0,-87.64527864281048,41.89121848080854
6600 S ARTESIAN AVE,0,1,0.0,-87.68471259262579,41.773778350048254
6600 S HALSTED ST,0,3,0.0,-87.64464427138553,41.77429532761462
6600 S INGLESIDE AVE,0,4,0.0,-87.60215462027772,41.77499910877316
6600 S MARQUETTE RD,0,1,0.0,-87.61309568874485,41.774830937714974
6600 S SACRAMENTO AVE,0,2,0.0,-87.69812498498287,41.77357488115222
6600 S SANGAMON ST,0,1,0.0,-87.64828590914604,41.7742393069981
6600 S YALE AVE,0,2,0.0,-87.63167299364684,41.774505622287656
6600 W DAKIN ST,0,1,0.0,-87.7911654291513,41.951624910075886
6600 W IRVING PARK RD,0,1,0.0,-87.79141446502364,41.952830604707756
6601 N WESTERN AVE,0,1,0.0,-87.68997752338508,42.001386171699636
6601 S WHIPPLE ST,0,1,0.0,-87.69934121646483,41.77354143902378
6605 S HERMITAGE AVE,0,1,0.0,-87.66774209027876,41.773873845761095
6609 S BISHOP ST,0,2,0.0,-87.66041852644659,41.77389666030693
661 N LARRABEE ST,0,1,0.0,-87.64290240331779,41.89393905194631
6610 S ARTESIAN AVE,0,2,0.0,-87.68470784655743,41.77359445537199
6610 S KARLOV AVE,0,1,0.0,-87.72504287807791,41.77296835202221
6610 S OAKLEY AVE,0,1,0.0,-87.68092591355757,41.773618306387675
6613 S KARLOV AVE,0,1,0.0,-87.72504192772307,41.77291373543017
6614 S KARLOV AVE,0,1,0.0,-87.72504173226709,41.772895622018396
6618 N MAPLEWOOD AVE,0,2,0.0,-87.69364669701064,42.00163475599909
6619 N SHERIDAN RD,0,4,0.0,-87.66078895402279,42.00274375686401
6619 W 64TH ST,0,1,0.0,-87.78654593201117,41.77577164736878
6620 S ARTESIAN AVE,0,4,0.0,-87.68470273393038,41.77341055862017
6620 S DR MARTIN LUTHER KING JR DR,0,4,0.0,-87.6154835152281,41.77441883020764
6620 S INGLESIDE AVE,0,1,0.0,-87.60214817213362,41.774630783914965
6622 S CAMPBELL AVE,0,1,0.0,-87.68592039053829,41.77335616576983
6622 S ST LAWRENCE AVE,0,1,0.0,-87.61066531403952,41.77447078000953
6626 N WHIPPLE ST,0,1,0.0,-87.70583164438641,42.001572642099674
6630 S DR MARTIN LUTHER KING JR DR,1,4,0.25,-87.61547896081484,41.774235483050326
6631 N WESTERN AVE,0,2,0.0,-87.68999183031048,42.001938108313226
6631 S HAMILTON AVE,0,2,0.0,-87.6774091422678,41.77327699605755
6633 S WOODLAWN AVE,0,1,0.0,-87.59606415538354,41.774449121871754
6634 N MAPLEWOOD AVE,0,2,0.0,-87.6936540486853,42.001929248474845
6635 S LOWE AVE,0,2,0.0,-87.64070800891706,41.77370779627752
6636 S KENNETH AVE,0,1,0.0,-87.73357498191142,41.77240557227833
6638 S KENWOOD AVE,0,6,0.0,-87.59293651985678,41.77438385133283
6640 N MAPLEWOOD AVE,0,2,0.0,-87.69365699055172,42.00203958127307
6643 S NORMAL BLVD,0,5,0.0,-87.63684515955974,41.773195775335054
6645 S RICHMOND ST,0,4,0.0,-87.69688977744111,41.77276308719324
6650 N TALMAN AVE,0,1,0.0,-87.69607917934471,42.00125975450829
6653 N OKETO AVE,0,2,0.0,-87.8116055579694,42.00174643007055
6700 N LAKEWOOD AVE,0,2,0.0,-87.66357545098982,42.00350356493525
6700 S CHAMPLAIN AVE,0,4,0.0,-87.60940970209793,41.77307791843854
6700 S CHAPPEL AVE,0,1,0.0,-87.57527179034695,41.77346164416909
6700 S CORNELL AVE,0,3,0.0,-87.58508062645744,41.77334538781788
6700 S CREGIER AVE,0,1,0.0,-87.5814144787361,41.773390497890865
6700 S ELIZABETH ST,0,3,0.0,-87.65552280071262,41.77231568966366
6700 S INDIANA AVE,0,1,0.0,-87.62029198688037,41.77288080395448
6700 S JUSTINE ST,0,1,0.0,-87.6627993965472,41.77221131169872
6700 S KILDARE AVE,0,1,0.0,-87.7298901029669,41.77128669954247
6700 S LAFAYETTE AVE,0,4,0.0,-87.62676294616634,41.77268548915378
6700 S LOOMIS BLVD,0,1,0.0,-87.65916633242321,41.772262561547365
6700 S LOWE AVE,0,1,0.0,-87.64029636988356,41.77254483566579
6700 S MAPLEWOOD AVE,0,3,0.0,-87.68710922537504,41.77191937446819
6700 S NORMAL BLVD,0,8,0.0,-87.63727432107108,41.77259260476585
6700 S OAKLEY AVE,0,1,0.0,-87.68088859066764,41.77198810470521
6700 S PAXTON AVE,0,6,0.0,-87.57161687236002,41.773501590403846
6700 S ROCKWELL ST,0,1,0.0,-87.68833267908279,41.771901657958075
6700 S STONY ISLAND AVE,1,28,0.03571428571428571,-87.58629615388556,41.773339290821326
6700 S THROOP ST,0,1,0.0,-87.65673751851692,41.77229793770264
6700 S WABASH AVE,0,1,0.0,-87.62349675937632,41.772808480446464
6700 S WINCHESTER AVE,0,2,0.0,-87.67250559338864,41.772089790668346
6702 S EUCLID AVE,0,1,0.0,-87.57772504696452,41.77339828019011
6705 S COTTAGE GROVE AVE,0,6,0.0,-87.60576649358002,41.77304891367425
6706 N SEELEY AVE,0,2,0.0,-87.68151785029863,42.00340866835935
6714 S CORNELL AVE,2,4,0.5,-87.58507373663019,41.77308655636863
6715 S JUSTINE ST,0,3,0.0,-87.66279035326076,41.77169571322114
6721 S LAFLIN ST,0,2,0.0,-87.66157850235169,41.77184180568203
6722 S ROCKWELL ST,0,1,0.0,-87.68832170746425,41.77149653799121
6725 S INDIANA AVE,0,3,0.0,-87.62028350538506,41.772421905519685
6726 S LOOMIS BLVD,0,1,0.0,-87.65914787416487,41.77165540593853
6726 S SOUTH CHICAGO AVE,0,1,0.0,-87.61467813863527,41.77240922758936
6727 S EUCLID AVE,0,1,0.0,-87.57771247977276,41.77293852899373
6730 S PULASKI RD,0,2,0.0,-87.72255285470659,41.770458205332005
6731 S CRANDON AVE,0,12,0.0,-87.56996641472561,41.772950483651925
6733 S MARSHFIELD AVE,0,1,0.0,-87.66522893559942,41.771569074435185
6736 S CREGIER AVE,0,1,0.0,-87.58139800279864,41.772729564996965
6736 S KOSTNER AVE,0,1,0.0,-87.73230933876958,41.770595884096736
6737 S ABERDEEN ST,0,4,0.0,-87.65186344288985,41.77168869581632
6737 S BELL AVE,0,2,0.0,-87.67966471717409,41.771324583782565
6737 S KOLMAR AVE,0,1,0.0,-87.73594987021829,41.77008531310163
6738 W GEORGE ST,0,1,0.0,-87.7944442838604,41.9327177420024
6740 S SANGAMON ST,0,4,0.0,-87.64821521069942,41.77168552554824
6741 S ABERDEEN ST,0,2,0.0,-87.65186128587206,41.77161541032898
6741 S CREGIER AVE,0,1,0.0,-87.58139577736785,41.7726376167067
6742 S CARPENTER ST,0,2,0.0,-87.65064783130539,41.771613513258245
6743 S CARPENTER ST,0,2,0.0,-87.65064729312435,41.77159512328007
6744 S MICHIGAN AVE,0,4,0.0,-87.62186913454123,41.772043333565286
6745 S ABERDEEN ST,0,2,0.0,-87.65185949832865,41.771541852602724
6746 S CREGIER AVE,1,1,1.0,-87.58139318217043,41.772545940423825
6747 S CREGIER AVE,0,1,0.0,-87.58139303033856,41.772527552684686
6748 S MAY ST,0,2,0.0,-87.65307281295503,41.77146834609322
6749 S ABERDEEN ST,0,2,0.0,-87.6518573442226,41.77146829270115
6749 S KOMENSKY AVE,0,1,0.0,-87.72376947711325,41.77045701863196
6749 S KOSTNER AVE,0,1,0.0,-87.73230278002553,41.770355997869366
6749 S MARSHFIELD AVE,0,1,0.0,-87.66521732555738,41.7712748183257
6750 S HERMITAGE AVE,0,4,0.0,-87.66767067184314,41.77214745780086
6751 S CRANDON AVE,0,1,0.0,-87.56995491931794,41.77258190088382
6753 S ROCKWELL ST,0,2,0.0,-87.68830679815463,41.7709260156316
676 E 133RD ST,0,2,0.0,-87.60573815156324,41.65370702266829
678 N LARRABEE ST,0,1,0.0,-87.6429022864641,41.893881696685256
678 N ORLEANS ST,0,1,0.0,-87.63710322911244,41.893950865822504
6788 N SAUGANASH AVE,0,1,0.0,-87.76426072688213,42.004826512537576
679 N FAIRBANKS CT,0,1,0.0,-87.62030771072462,41.894617789340465
68 W 113TH ST,0,4,0.0,-87.6248549343091,41.6889314167309
68 W CHICAGO AVE,0,2,0.0,-87.63040098514601,41.89664701148424
6800 N WESTERN AVE,0,4,0.0,-87.69007080759644,42.00503336513574
6800 S CALUMET AVE,0,1,0.0,-87.61701505760345,41.77112542042231
6800 S HARPER AVE,0,3,0.0,-87.58802922650759,41.77149827636829
6800 S LANGLEY AVE,0,1,0.0,-87.60816730815083,41.771281419382994
6800 S MICHIGAN AVE,0,3,0.0,-87.62183990312198,41.771034130560686
6800 S PERRY AVE,0,2,0.0,-87.62831292455083,41.77089550295054
6800 S ROCKWELL ST,0,2,0.0,-87.68828412423444,41.77007899782398
6800 W BELMONT AVE,0,2,0.0,-87.79569720793388,41.938158274011286
6800 W IMLAY ST,0,1,0.0,-87.79718524498581,41.998823217662576
6801 S KILBOURN AVE,0,1,0.0,-87.73471206113838,41.76939681179268
6801 S PRAIRIE AVE,0,3,0.0,-87.61862136616881,41.771076832356094
6808 S DANTE AVE,0,9,0.0,-87.5895807676663,41.77133386053579
6810 S CORNELL AVE,0,2,0.0,-87.58502725728553,41.77133226790411
6812 S CONSTANCE AVE,1,1,1.0,-87.58012474289055,41.771365666185595
6815 S UNION AVE,0,1,0.0,-87.64172083329764,41.77042598046828
6816 S HONORE ST,0,2,0.0,-87.67002705190758,41.77000758810089
6817 S CHAPPEL AVE,0,2,0.0,-87.5752156335513,41.771329552217566
6817 S KOLIN AVE,0,1,0.0,-87.73104952465663,41.769139237307456
6819 W PALATINE AVE,0,1,0.0,-87.79702603015987,41.995116929724134
6820 S SANGAMON ST,0,2,0.0,-87.64817649556987,41.77023302824927
6822 S PEORIA ST,0,3,0.0,-87.64696640303583,41.77021400008246
6822 S ROCKWELL ST,0,3,0.0,-87.68827351689644,41.76967415420121
6823 S MICHIGAN AVE,0,4,0.0,-87.6218284414299,41.77061171273215
6824 W NORTH AVE,0,1,0.0,-87.79584438749626,41.909012469812204
6829 S MARSHFIELD AVE,0,3,0.0,-87.66516644115202,41.769822246741725
6833 S OAKLEY AVE,0,1,0.0,-87.68084070581716,41.76957054933989
6834 S LAFAYETTE AVE,0,1,0.0,-87.6266999299602,41.770320032196004
6835 S ST LAWRENCE AVE,0,1,0.0,-87.61054805357173,41.770591966912185
6837 S GREEN ST,0,2,0.0,-87.64575117884804,41.76995592768383
6837 S PEORIA ST,0,4,0.0,-87.64695980659269,41.76993870778183
6839 S GREEN ST,0,2,0.0,-87.6457504718555,41.76991914988599
684 N LARRABEE ST,0,2,0.0,-87.64290337078774,41.89437960946185
6842 S BISHOP ST,0,3,0.0,-87.6603068804987,41.76965241112613
6842 S MAPLEWOOD AVE,0,1,0.0,-87.6870430106234,41.76932518693851
6850 S DANTE AVE,0,2,0.0,-87.58958420041246,41.7714809767817
6852 S CAMPBELL AVE,0,2,0.0,-87.68580829690002,41.769161978052566
6856 S DORCHESTER AVE,0,7,0.0,-87.5911055207214,41.770504575965646
69 W 75TH ST,0,1,0.0,-87.6267656633535,41.75817501119897
6900 S ASHLAND AVE,0,4,0.0,-87.66389848917433,41.76855169016001
6900 S CLAREMONT AVE,0,1,0.0,-87.68202663335819,41.76834872074034
6900 S CORNELL AVE,0,1,0.0,-87.58443704106882,41.76971663082019
6900 S CRANDON AVE,0,2,0.0,-87.56987248523231,41.76987320842015
6900 S CREGIER AVE,0,1,0.0,-87.5813198673201,41.76975131603031
6900 S EMERALD AVE,0,12,0.0,-87.64326878161665,41.76885872183691
6900 S HAMILTON AVE,0,1,0.0,-87.6771529099745,41.76840313436747
6900 S INDIANA AVE,0,4,0.0,-87.6202114596948,41.76924757100894
6900 S MAY ST,0,14,0.0,-87.65299945425345,41.76871221863428
6900 S MICHIGAN AVE,0,2,0.0,-87.62179052842824,41.769216106637685
6900 S MORGAN ST,1,2,0.5,-87.64935724332085,41.768765357089904
6900 S PRAIRIE AVE,0,2,0.0,-87.61857309876743,41.769279856593215
6900 S RACINE AVE,1,6,0.16666666666666666,-87.65421109930719,41.768692777819425
6900 S SANGAMON ST,0,2,0.0,-87.64814030491125,41.76878399921585
6900 S STONY ISLAND AVE,0,1,0.0,-87.58623770883403,41.76969778326621
6900 S WENTWORTH AVE,0,2,0.0,-87.62985941894372,41.76908175454332
6901 S CAMPBELL AVE,0,1,0.0,-87.68578528735534,41.768278732899674
6902 W BELDEN AVE,0,1,0.0,-87.79799338353266,41.921143022421816
6908 S UNION AVE,0,3,0.0,-87.64205214043585,41.768730786268975
6909 N RIDGE BLVD,0,1,0.0,-87.68085717289051,42.00669297058649
6909 S HERMITAGE AVE,0,1,0.0,-87.66755559164707,41.768343978109954
6913 S VERNON AVE,0,2,0.0,-87.61413803377228,41.76912378853285
6915 S MARSHFIELD AVE,0,2,0.0,-87.66512248768575,41.768259260896265
6919 S STEWART AVE,0,2,0.0,-87.63475254400805,41.76864575370139
6920 S HONORE ST,1,2,0.5,-87.66997634726481,41.76811739994622
6920 S STONY ISLAND AVE,0,3,0.0,-87.58631276666681,41.769090645016156
6927 S SANGAMON ST,0,1,0.0,-87.64812944758721,41.76828858888396
6928 S CORNELL AVE,0,3,0.0,-87.58442397134955,41.76920144201096
6933 S CREGIER AVE,0,3,0.0,-87.58130423395086,41.76914390192164
6934 S NORMAL BLVD,0,4,0.0,-87.63722739649772,41.76832758088232
6936 S INDIANA AVE,0,4,0.0,-87.62018458559473,41.768244495343
6937 S CORNELL AVE,0,3,0.0,-87.58442003119288,41.7690359355077
6944 N WESTERN AVE,0,1,0.0,-87.69014174914841,42.00790360477549
6946 W WABANSIA AVE,0,1,0.0,-87.79888952389652,41.910789946018355
6950 N ASHLAND BLVD,0,1,0.0,-87.67004009956987,42.00800887442153
6950 S EBERHART AVE,0,1,0.0,-87.6129128245828,41.76844257488054
6951 S OGLESBY AVE,0,4,0.0,-87.56821858603287,41.76894625100857
6951 S THROOP ST,0,3,0.0,-87.65661315666232,41.76772011542569
6953 S JEFFERY BLVD,0,6,0.0,-87.57637152564354,41.768826735794015
6956 W 64TH PL,0,5,0.0,-87.79478463092148,41.77473593969887
7 E 124TH PL,0,2,0.0,-87.62202789203863,41.667700357533626
70 E LAKE ST,0,5,0.0,-87.62545288490935,41.88573496234454
700 E 71ST ST,0,1,0.0,-87.60797424601006,41.76583401089704
700 E 76TH ST,0,1,0.0,-87.60779382740223,41.75671560939321
700 N BISHOP ST,0,1,0.0,-87.66398331658388,41.894305081071614
700 N CHRISTIANA AVE,0,3,0.0,-87.71016216555698,41.89368847004834
700 N DEARBORN ST,0,4,0.0,-87.62972431984893,41.894854094125435
700 N GREEN ST,0,1,0.0,-87.6488965839514,41.89508482187089
700 N HARDING AVE,0,1,0.0,-87.72480923350447,41.893543689088375
700 N LONG AVE,0,1,0.0,-87.76057022211172,41.892959000029784
700 N MONTICELLO AVE,0,4,0.0,-87.71747929735666,41.89361301733422
700 N TROY ST,0,3,0.0,-87.70527073239677,41.89373713686686
700 N WALLER AVE,0,1,0.0,-87.76787619195025,41.892898465524155
700 N WILLARD CT,0,1,0.0,-87.65846155294766,41.89439118976475
700 S JEFFERSON ST,0,3,0.0,-87.64239839218105,41.873568992681285
700 S KENNETH AVE,0,2,0.0,-87.73651654128928,41.87231315529678
700 S OAKLEY BLVD,0,1,0.0,-87.68376630497988,41.873058721502424
700 S STATE ST,0,5,0.0,-87.62756611042205,41.87309193346238
700 W 111TH ST,0,1,0.0,-87.63995607665743,41.69238373339408
700 W 76TH ST,0,1,0.0,-87.6417398458692,41.75611546587367
700 W 79TH ST,0,2,0.0,-87.64160286064724,41.75067863298561
700 W GARFIELD BLVD,0,2,0.0,-87.64272837107364,41.79434632022661
700 W JAMES M ROCHFORD ST,0,1,0.0,-87.64507689603657,41.86602217390689
700 W NORTH AVE,0,5,0.0,-87.64584458746141,41.910955610450756
700 W ROOSEVELT RD,0,1,0.0,-87.64515609497366,41.86717864107037
700 W WAVELAND AVE,0,4,0.0,-87.64665178368593,41.94974286922904
700 W WRIGHTWOOD AVE,0,1,0.0,-87.64645749895467,41.92910870309142
7000 N GLENWOOD AVE,0,5,0.0,-87.666219430703,42.00911984807541
7000 S DAMEN AVE,0,4,0.0,-87.67358018303543,41.766623383460725
7000 S DANTE AVE,0,3,0.0,-87.58949714062229,41.76784576297005
7000 S EMERALD AVE,1,3,0.3333333333333333,-87.64321559962191,41.767033356127065
7000 S HAMILTON AVE,0,2,0.0,-87.67710268951816,41.76659268860085
7000 S ST LAWRENCE AVE,0,1,0.0,-87.61047468294387,41.76763924157253
7000 S STATE ST,0,6,0.0,-87.62491213780443,41.76733341016172
7000 S STONY ISLAND AVE,0,3,0.0,-87.58637071471655,41.76787830629211
7000 S VINCENNES AVE,0,2,0.0,-87.62713245727528,41.76727910396611
7000 W BYRON ST,0,1,0.0,-87.80105877793211,41.950846985499695
7000 W HIGGINS AVE,0,1,0.0,-87.80235296843655,41.980111712067476
7001 S PARNELL AVE,0,5,0.0,-87.6384026410472,41.767091680229065
7006 S CORNELL AVE,0,2,0.0,-87.58438631384102,41.76771164975738
701 N SACRAMENTO BLVD,2,8,0.25,-87.70215056158602,41.89377779374935
701 S CLAREMONT AVE,0,1,0.0,-87.68498964231303,41.87302329592503
701 W GARFIELD BLVD,0,3,0.0,-87.64271859438118,41.79398827750006
7010 S MARSHFIELD AVE,0,2,0.0,-87.66507631504669,41.766532340131214
7011 N WESTERN AVE,0,1,0.0,-87.69016980186703,42.0089770416756
7011 S EUCLID AVE,0,1,0.0,-87.57756813314259,41.767658012107226
7012 S SOUTH SHORE DR,0,1,0.0,-87.56650102149744,41.767720724324576
7016 S INDIANA AVE,0,1,0.0,-87.62015213589387,41.767140013567854
7017 S CLYDE AVE,0,3,0.0,-87.57389054653822,41.7675033787419
7017 S CONSTANCE AVE,0,1,0.0,-87.58001807635138,41.76743825339468
7021 S DANTE AVE,1,1,1.0,-87.589480419444,41.76723065858192
7022 S CONSTANCE AVE,0,1,0.0,-87.58001431827275,41.76728948808905
7022 S HONORE ST,0,1,0.0,-87.6699259191308,41.766261065718155
7024 S PEORIA ST,0,3,0.0,-87.64687945074131,41.766543349888465
703 N CLARK ST,0,2,0.0,-87.6312051879806,41.894925481584686
703 N LARRABEE ST,0,1,0.0,-87.64291165528059,41.8947698897636
7032 W MELROSE ST,0,1,0.0,-87.80251655040254,41.93896807578848
7037 S GREEN ST,0,2,0.0,-87.64566288250744,41.76632189826052
7038 S CALUMET AVE,0,3,0.0,-87.61688965038687,41.76646962160382
7038 S PRAIRIE AVE,1,2,0.5,-87.61850586464493,41.76676877190656
7040 S SOUTH SHORE DR,0,2,0.0,-87.56649498732996,41.76705769063523
7045 S CLAREMONT AVE,0,1,0.0,-87.68195188304003,41.765711155574905
7058 S JEFFERY BLVD,0,15,0.0,-87.57630301355175,41.76627320085432
7059 S JEFFERY BLVD,0,32,0.0,-87.57630225914129,41.76624383194879
709 N LEAMINGTON AVE,0,1,0.0,-87.75431478324975,41.89318526371829
7099 S THROOP ST,0,1,0.0,-87.65653976751679,41.765016264293436
710 W EVERGREEN AVE,0,2,0.0,-87.64621069190486,41.90636722229471
710 W GRAND AVE,0,1,0.0,-87.64601187583489,41.891207020747686
7100 S ASHLAND AVE,1,7,0.14285714285714285,-87.6637959833737,41.764909027508715
7100 S BELL AVE,0,1,0.0,-87.67948087489626,41.764745946786704
7100 S CHAMPLAIN AVE,0,4,0.0,-87.60922499734579,41.76581332398828
7100 S DREXEL AVE,0,1,0.0,-87.60311175288281,41.765817145696104
7100 S EAST END AVE,0,2,0.0,-87.58367534705549,41.76600275807679
7100 S HONORE ST,0,1,0.0,-87.6698867133324,41.7648455767173
7100 S INDIANA AVE,0,3,0.0,-87.62009761945845,41.76561232771313
7100 S LAFAYETTE AVE,1,11,0.09090909090909091,-87.62654943644912,41.765441988324646
7100 S LAFLIN ST,0,6,0.0,-87.66219845138914,41.764931631063924
7100 S LOOMIS BLVD,0,1,0.0,-87.65896728478118,41.764980850407845
7100 S MARSHFIELD AVE,0,2,0.0,-87.6650300694365,41.76489427684349
7100 S MICHIGAN AVE,0,2,0.0,-87.62169108500916,41.765579444574776
7100 S RACINE AVE,1,15,0.06666666666666667,-87.65411569756728,41.76505710352141
7100 S RIDGEWAY AVE,0,6,0.0,-87.71626926934563,41.76418514920264
7100 S SACRAMENTO AVE,0,1,0.0,-87.69791955439291,41.764457533013285
7100 S SANGAMON ST,0,2,0.0,-87.64805543834144,41.7651475197333
7100 S SOUTH CHICAGO AVE,0,2,0.0,-87.60558716466373,41.765868564125455
7100 S SOUTH SHORE DR,0,1,0.0,-87.56281541251688,41.766285589110616
7100 S STONY ISLAND AVE,0,12,0.0,-87.58632473216245,41.76597208936155
7100 S UNION AVE,0,2,0.0,-87.64154375752697,41.765248961539605
